outcome,photo_quality,item,retail_price,vacuum,towel_hook,age,gender,marital,employment
,0,office_chair_0,86,50,5,3,6,1,1
,0,office_chair_0,86,100,5,3,6,2,1
25,0,office_chair_0,86,30,2,6,6,1,1
,0,office_chair_0,86,95,1,5,5,2,1
35,0,office_chair_0,86,35,3,3,6,2,4
,0,office_chair_0,86,120,5,3,5,2,1
45,0,office_chair_0,86,75,2,3,6,1,1
40,0,office_chair_0,86,50,1,3,6,1,1
,0,office_chair_0,86,50,3,3,6,1,1
65,0,office_chair_0,86,125,3,3,6,1,1
,0,office_chair_0,86,50,2,5,6,1,1
,0,office_chair_0,86,50,1,2,5,1,1
40,0,office_chair_0,86,80,1,3,5,1,4
,0,office_chair_0,86,110,4,2,6,1,1
,0,office_chair_0,86,100,4,2,6,1,1
,0,office_chair_0,86,85,4,3,6,2,1
,0,office_chair_0,86,100,5,2,6,1,1
,0,office_chair_0,86,100,9,3,6,1,1
,0,office_chair_0,86,80,1,3,5,2,1
,0,office_chair_0,86,50,0,2,5,1,1
50,0,office_chair_0,86,100,5,2,6,1,1
,0,office_chair_0,86,60,3,2,6,1,3
,0,office_chair_0,86,100,5,2,6,1,1
70,0,office_chair_0,86,145,4,2,6,1,1
,0,office_chair_0,86,30,2,2,6,1,1
,0,office_chair_0,86,90,3,2,6,1,1
25,0,office_chair_0,86,100,2,3,5,1,1
45,0,office_chair_0,86,60,1,2,6,1,1
,0,office_chair_0,86,40,3,4,5,2,1
,0,office_chair_0,86,75,2,3,5,1,1
,0,office_chair_0,86,60,9,3,5,1,1
,0,office_chair_0,86,5,1,3,5,1,1
,0,office_chair_0,86,100,5,2,6,1,1
50,0,office_chair_0,86,100,3,2,6,1,3
,0,office_chair_0,86,25,3,2,6,1,1
40,0,office_chair_0,86,75,4,3,6,1,1
,0,office_chair_0,86,80,5,3,6,2,1
50,0,office_chair_0,86,100,1,3,6,2,1
,0,office_chair_0,86,25,2,3,6,1,3
,0,office_chair_0,86,150,5,3,6,1,1
,0,office_chair_0,86,135,5,3,6,2,1
,0,office_chair_0,86,100,2,3,6,1,1
,0,office_chair_0,86,80,3,3,6,1,3
,0,office_chair_0,86,50,2,3,6,1,1
10,0,office_chair_0,86,20,0,3,5,1,1
65,0,office_chair_0,86,120,5,3,6,1,1
,0,office_chair_0,86,20,1,3,6,1,1
,0,office_chair_0,86,50,2,3,5,1,1
,0,office_chair_0,86,75,2,3,6,1,1
40,0,office_chair_0,86,80,2,3,5,1,1
60,0,office_chair_0,86,100,7,3,6,1,4
20,0,office_chair_0,86,35,0,3,6,1,1
30,0,office_chair_0,86,50,4,3,6,1,2
50,0,office_chair_0,86,120,5,3,6,1,1
,0,office_chair_0,86,120,2,2,6,1,2
40,0,office_chair_0,86,80,4,2,6,1,4
,0,office_chair_0,86,100,5,3,5,1,1
,0,office_chair_0,86,100,0,2,6,1,1
,0,office_chair_0,86,120,2,3,5,1,1
50,0,office_chair_0,86,80,3,2,6,1,1
,0,office_chair_0,86,55,3,3,6,2,4
,0,office_chair_0,86,125,5,3,5,2,1
10,0,office_chair_0,86,50,1,3,5,2,1
,0,office_chair_0,86,110,5,3,5,1,1
50,0,office_chair_0,86,90,9,3,6,1,1
30,0,office_chair_0,86,60,1,3,6,1,1
40,0,office_chair_0,86,80,3,3,6,1,1
25,0,office_chair_0,86,75,1,3,5,1,1
,0,office_chair_0,86,50,1,3,6,1,1
30,0,office_chair_0,86,40,0,2,6,1,1
,0,office_chair_0,86,100,1,3,6,1,3
,0,office_chair_0,86,75,1,3,5,1,1
,0,office_chair_0,86,80,0,3,5,2,1
,0,office_chair_0,86,80,5,3,6,1,1
,0,office_chair_0,86,50,1,3,6,1,1
,0,office_chair_0,86,75,2,3,5,1,1
,0,office_chair_0,86,40,1,3,6,1,1
,0,office_chair_0,86,75,3,3,6,1,1
,0,office_chair_0,86,50,3,2,5,1,4
,0,office_chair_0,86,125,5,2,6,1,1
30,0,office_chair_0,86,70,2,3,6,1,1
10,0,office_chair_0,86,100,0,6,5,2,1
,0,office_chair_0,86,65,3,4,6,2,1
,0,office_chair_0,86,50,2,3,6,1,1
,0,office_chair_0,86,50,2,3,5,2,1
,0,office_chair_0,86,95,1,3,5,2,1
50,0,office_chair_0,86,80,3,3,6,1,1
,0,office_chair_0,86,40,2,2,5,1,4
,0,office_chair_0,86,75,2,3,5,1,1
75,0,office_chair_0,86,150,2,3,6,1,1
,0,office_chair_0,86,45,4,2,6,1,1
20,0,office_chair_0,86,40,1,3,5,2,1
,0,office_chair_0,86,40,1,5,5,2,1
,0,office_chair_0,86,45,4,3,6,2,1
,0,office_chair_0,86,80,2,6,6,1,1
30,0,office_chair_0,86,75,2,3,6,1,1
,0,office_chair_0,86,90,5,3,6,1,1
20,0,office_chair_0,86,120,1,3,6,1,1
,0,office_chair_0,86,100,3,3,5,1,1
,0,office_chair_0,86,50,4,3,6,1,1
,0,office_chair_0,86,50,3,3,6,2,1
,0,office_chair_0,86,50,5,3,6,1,1
75,0,office_chair_0,86,100,3,3,5,2,1
,0,office_chair_0,86,100,5,2,5,1,1
,0,office_chair_0,86,140,5,2,5,1,1
,0,office_chair_0,86,30,4,3,6,1,1
,0,office_chair_0,86,80,1,3,6,1,1
50,0,office_chair_0,86,20,3,6,5,2,1
20,0,office_chair_0,86,50,3,6,6,2,3
,0,office_chair_0,86,125,5,3,5,2,2
75,0,office_chair_0,86,120,5,3,5,1,1
30,0,office_chair_0,86,75,2,5,6,2,3
,0,office_chair_0,86,100,2,3,6,1,1
55,0,office_chair_0,86,50,3,6,5,1,5
,0,office_chair_0,86,80,3,4,5,2,1
,0,office_chair_0,86,70,5,3,6,1,1
50,0,office_chair_0,86,125,3,3,6,1,1
,0,office_chair_0,86,100,3,3,6,1,1
30,0,office_chair_0,86,85,5,3,5,2,1
,0,office_chair_0,86,100,5,3,5,1,1
48,0,office_chair_0,86,97,4,3,5,1,1
,0,office_chair_0,86,50,1,2,5,1,1
50,0,office_chair_0,86,150,0,3,5,1,1
,0,office_chair_0,86,50,4,3,5,1,1
50,0,office_chair_0,86,60,0,3,5,1,1
50,0,office_chair_0,86,50,3,3,6,1,1
,0,office_chair_0,86,125,5,3,6,1,3
,0,office_chair_0,86,50,1,3,5,2,1
,0,office_chair_0,86,65,1,4,5,1,1
,0,office_chair_0,86,50,3,3,6,1,1
,0,office_chair_0,86,50,0,3,5,2,1
,0,office_chair_0,86,50,1,4,6,2,1
50,0,office_chair_0,86,100,5,2,5,1,1
,0,office_chair_0,86,75,2,2,6,1,3
50,0,office_chair_0,86,130,2,2,6,1,1
,0,office_chair_0,86,150,5,3,5,1,1
10,0,office_chair_0,86,50,1,5,6,2,1
20,0,office_chair_0,86,50,1,3,5,1,1
,0,office_chair_0,86,85,4,3,6,1,1
,0,office_chair_0,86,120,4,2,9,1,4
,0,office_chair_0,86,40,3,3,5,2,1
,0,office_chair_0,86,100,5,7,5,2,1
50,0,office_chair_0,86,100,1,4,5,1,1
,0,office_chair_0,86,50,5,3,5,3,1
75,0,office_chair_0,86,100,3,3,5,2,1
30,0,office_chair_0,86,150,5,3,6,1,1
,0,office_chair_0,86,100,2,3,5,1,1
,0,office_chair_0,86,100,4,3,5,1,1
,0,office_chair_0,86,100,5,3,6,1,1
50,0,office_chair_0,86,130,5,3,6,2,1
,0,office_chair_0,86,140,4,3,6,1,1
25,0,office_chair_0,86,75,2,3,6,1,4
,0,office_chair_0,86,70,1,3,6,1,1
35,0,office_chair_0,86,65,5,3,6,2,2
,0,office_chair_0,86,100,0,3,6,1,1
35,0,office_chair_0,86,40,2,2,6,1,1
,0,office_chair_0,86,120,8,2,6,1,1
20,0,office_chair_0,86,80,1,3,5,1,1
40,0,office_chair_0,86,80,2,3,6,1,1
50,0,office_chair_0,86,100,5,3,5,1,1
50,0,office_chair_0,86,100,4,2,5,1,1
25,0,office_chair_0,86,50,3,3,6,1,4
40,0,office_chair_0,86,50,2,3,6,1,1
,0,office_chair_0,86,40,4,3,6,1,1
,0,office_chair_0,86,60,2,3,6,2,1
40,0,office_chair_0,86,48,1,3,6,2,1
,0,office_chair_0,86,25,1,3,6,1,1
30,0,office_chair_0,86,26,1,4,5,2,1
,0,office_chair_0,86,120,5,3,5,1,1
30,0,office_chair_0,86,50,2,3,5,1,1
,0,office_chair_0,86,70,1,5,5,2,1
25,0,office_chair_0,86,90,2,2,6,1,1
,0,office_chair_0,86,30,2,3,6,1,2
,1,office_chair_1,86,140,5,2,5,1,1
,1,office_chair_1,86,50,1,3,6,2,1
,1,office_chair_1,86,100,2,3,5,2,2
,1,office_chair_1,86,100,5,3,5,2,1
25,1,office_chair_1,86,40,2,3,5,2,1
25,1,office_chair_1,86,50,0,3,5,2,1
10,1,office_chair_1,86,30,1,3,6,2,1
50,1,office_chair_1,86,60,1,2,5,1,1
,1,office_chair_1,86,30,1,3,6,1,1
,1,office_chair_1,86,150,1,3,5,1,1
60,1,office_chair_1,86,100,3,3,6,1,1
40,1,office_chair_1,86,40,3,3,6,2,1
,1,office_chair_1,86,130,3,3,6,2,1
30,1,office_chair_1,86,30,1,3,5,1,1
,1,office_chair_1,86,110,3,3,5,1,1
30,1,office_chair_1,86,90,2,1,5,1,2
20,1,office_chair_1,86,50,5,1,5,1,2
20,1,office_chair_1,86,45,1,3,6,1,1
,1,office_chair_1,86,125,5,3,6,1,1
10,1,office_chair_1,86,20,2,3,5,1,1
30,1,office_chair_1,86,100,3,3,5,1,1
25,1,office_chair_1,86,75,1,3,5,1,1
50,1,office_chair_1,86,50,5,3,5,2,1
,1,office_chair_1,86,100,9,3,5,1,1
,1,office_chair_1,86,30,1,4,6,1,1
,1,office_chair_1,86,75,3,3,6,1,2
,1,office_chair_1,86,100,3,3,6,1,1
55,1,office_chair_1,86,125,2,3,5,1,1
,1,office_chair_1,86,40,1,3,6,1,1
,1,office_chair_1,86,125,1,3,5,1,1
40,1,office_chair_1,86,40,0,3,6,1,1
60,1,office_chair_1,86,150,4,3,6,1,1
55,1,office_chair_1,86,100,2,3,5,1,1
50,1,office_chair_1,86,80,5,3,5,1,1
45,1,office_chair_1,86,125,5,3,6,1,1
75,1,office_chair_1,86,150,4,3,6,1,1
17,1,office_chair_1,86,50,1,3,5,2,1
,1,office_chair_1,86,100,3,3,6,1,1
50,1,office_chair_1,86,70,2,3,6,1,4
,1,office_chair_1,86,50,3,3,5,1,1
,1,office_chair_1,86,10,0,3,5,1,1
50,1,office_chair_1,86,120,0,3,5,1,1
30,1,office_chair_1,86,80,2,3,6,1,1
,1,office_chair_1,86,60,2,3,6,1,1
20,1,office_chair_1,86,50,1,3,6,1,1
,1,office_chair_1,86,70,3,3,6,2,1
,1,office_chair_1,86,50,1,4,6,2,1
86,1,office_chair_1,86,50,1,3,6,1,1
,1,office_chair_1,86,50,3,2,6,1,1
50,1,office_chair_1,86,140,4,3,6,1,1
,1,office_chair_1,86,90,5,3,5,1,1
,1,office_chair_1,86,90,2,3,6,1,1
,1,office_chair_1,86,120,2,3,6,2,4
,1,office_chair_1,86,50,2,3,6,1,1
,1,office_chair_1,86,50,2,3,6,1,1
50,1,office_chair_1,86,120,3,6,5,2,1
,1,office_chair_1,86,100,5,6,6,2,1
,1,office_chair_1,86,60,1,5,5,2,1
,1,office_chair_1,86,100,4,3,6,2,1
,1,office_chair_1,86,125,3,3,5,1,1
,1,office_chair_1,86,80,3,3,6,2,1
25,1,office_chair_1,86,30,2,3,6,1,4
,1,office_chair_1,86,80,2,3,5,2,1
,1,office_chair_1,86,125,1,3,5,2,1
45,1,office_chair_1,86,75,3,3,6,2,3
,1,office_chair_1,86,45,2,3,6,2,5
24,1,office_chair_1,86,35,1,3,6,1,2
40,1,office_chair_1,86,70,2,3,6,1,1
50,1,office_chair_1,86,75,3,3,6,1,1
20,1,office_chair_1,86,50,2,3,6,3,5
20,1,office_chair_1,86,100,3,2,5,1,1
,1,office_chair_1,86,90,2,3,6,1,4
40,1,office_chair_1,86,100,5,3,5,1,1
50,1,office_chair_1,86,120,5,3,5,1,1
40,1,office_chair_1,86,50,5,3,6,1,1
50,1,office_chair_1,86,100,5,3,6,2,1
,1,office_chair_1,86,30,2,6,6,1,1
50,1,office_chair_1,86,95,1,5,5,2,1
,1,office_chair_1,86,35,3,3,6,2,4
40,1,office_chair_1,86,120,5,3,5,2,1
,1,office_chair_1,86,75,2,3,6,1,1
,1,office_chair_1,86,50,1,3,6,1,1
40,1,office_chair_1,86,50,3,3,6,1,1
,1,office_chair_1,86,125,3,3,6,1,1
25,1,office_chair_1,86,50,2,5,6,1,1
20,1,office_chair_1,86,50,1,2,5,1,1
,1,office_chair_1,86,80,1,3,5,1,4
60,1,office_chair_1,86,110,4,2,6,1,1
50,1,office_chair_1,86,100,4,2,6,1,1
55,1,office_chair_1,86,85,4,3,6,2,1
50,1,office_chair_1,86,100,5,2,6,1,1
75,1,office_chair_1,86,100,9,3,6,1,1
45,1,office_chair_1,86,80,1,3,5,2,1
30,1,office_chair_1,86,50,0,2,5,1,1
,1,office_chair_1,86,100,5,2,6,1,1
30,1,office_chair_1,86,60,3,2,6,1,3
60,1,office_chair_1,86,100,5,2,6,1,1
,1,office_chair_1,86,145,4,2,6,1,1
20,1,office_chair_1,86,30,2,2,6,1,1
80,1,office_chair_1,86,90,3,2,6,1,1
,1,office_chair_1,86,100,2,3,5,1,1
,1,office_chair_1,86,60,1,2,6,1,1
50,1,office_chair_1,86,40,3,4,5,2,1
45,1,office_chair_1,86,75,2,3,5,1,1
50,1,office_chair_1,86,60,9,3,5,1,1
1,1,office_chair_1,86,5,1,3,5,1,1
40,1,office_chair_1,86,100,5,2,6,1,1
,1,office_chair_1,86,100,3,2,6,1,3
50,1,office_chair_1,86,25,3,2,6,1,1
,1,office_chair_1,86,75,4,3,6,1,1
60,1,office_chair_1,86,80,5,3,6,2,1
,1,office_chair_1,86,100,1,3,6,2,1
20,1,office_chair_1,86,25,2,3,6,1,3
86,1,office_chair_1,86,150,5,3,6,1,1
50,1,office_chair_1,86,135,5,3,6,2,1
75,1,office_chair_1,86,100,2,3,6,1,1
50,1,office_chair_1,86,80,3,3,6,1,3
15,1,office_chair_1,86,50,2,3,6,1,1
,1,office_chair_1,86,20,0,3,5,1,1
,1,office_chair_1,86,120,5,3,6,1,1
30,1,office_chair_1,86,20,1,3,6,1,1
25,1,office_chair_1,86,50,2,3,5,1,1
40,1,office_chair_1,86,75,2,3,6,1,1
,1,office_chair_1,86,80,2,3,5,1,1
,1,office_chair_1,86,100,7,3,6,1,4
,1,office_chair_1,86,35,0,3,6,1,1
,1,office_chair_1,86,50,4,3,6,1,2
,1,office_chair_1,86,120,5,3,6,1,1
45,1,office_chair_1,86,120,2,2,6,1,2
,1,office_chair_1,86,80,4,2,6,1,4
40,1,office_chair_1,86,100,5,3,5,1,1
65,1,office_chair_1,86,100,0,2,6,1,1
40,1,office_chair_1,86,120,2,3,5,1,1
,1,office_chair_1,86,80,3,2,6,1,1
20,1,office_chair_1,86,55,3,3,6,2,4
40,1,office_chair_1,86,125,5,3,5,2,1
,1,office_chair_1,86,50,1,3,5,2,1
60,1,office_chair_1,86,110,5,3,5,1,1
,1,office_chair_1,86,90,9,3,6,1,1
,1,office_chair_1,86,60,1,3,6,1,1
,1,office_chair_1,86,80,3,3,6,1,1
,1,office_chair_1,86,75,1,3,5,1,1
50,1,office_chair_1,86,50,1,3,6,1,1
,1,office_chair_1,86,40,0,2,6,1,1
50,1,office_chair_1,86,100,1,3,6,1,3
45,1,office_chair_1,86,75,1,3,5,1,1
25,1,office_chair_1,86,80,0,3,5,2,1
40,1,office_chair_1,86,80,5,3,6,1,1
20,1,office_chair_1,86,50,1,3,6,1,1
50,1,office_chair_1,86,75,2,3,5,1,1
15,1,office_chair_1,86,40,1,3,6,1,1
50,1,office_chair_1,86,75,3,3,6,1,1
40,1,office_chair_1,86,50,3,2,5,1,4
50,1,office_chair_1,86,125,5,2,6,1,1
,1,office_chair_1,86,70,2,3,6,1,1
,1,office_chair_1,86,100,0,6,5,2,1
40,1,office_chair_1,86,65,3,4,6,2,1
20,1,office_chair_1,86,50,2,3,6,1,1
20,1,office_chair_1,86,50,2,3,5,2,1
50,1,office_chair_1,86,95,1,3,5,2,1
,1,office_chair_1,86,80,3,3,6,1,1
30,1,office_chair_1,86,40,2,2,5,1,4
45,1,office_chair_1,86,75,2,3,5,1,1
,1,office_chair_1,86,150,2,3,6,1,1
60,1,office_chair_1,86,45,4,2,6,1,1
,1,office_chair_1,86,40,1,3,5,2,1
20,1,office_chair_1,86,40,1,5,5,2,1
30,1,office_chair_1,86,45,4,3,6,2,1
25,1,office_chair_1,86,80,2,6,6,1,1
,1,office_chair_1,86,75,2,3,6,1,1
40,1,office_chair_1,86,90,5,3,6,1,1
,1,office_chair_1,86,120,1,3,6,1,1
45,1,office_chair_1,86,100,3,3,5,1,1
35,1,office_chair_1,86,50,4,3,6,1,1
25,1,office_chair_1,86,50,3,3,6,2,1
40,1,office_chair_1,86,50,5,3,6,1,1
,1,office_chair_1,86,100,3,3,5,2,1
66,1,office_chair_1,86,100,5,2,5,1,1
70,1,office_chair_1,86,140,5,2,5,1,1
20,1,office_chair_1,86,30,4,3,6,1,1
30,1,office_chair_1,86,80,1,3,6,1,1
,1,office_chair_1,86,20,3,6,5,2,1
,1,office_chair_1,86,50,3,6,6,2,3
40,1,office_chair_1,86,125,5,3,5,2,2
,1,office_chair_1,86,120,5,3,5,1,1
,1,office_chair_1,86,75,2,5,6,2,3
75,1,office_chair_1,86,100,2,3,6,1,1
,1,office_chair_1,86,50,3,6,5,1,5
40,1,office_chair_1,86,80,3,4,5,2,1
40,1,office_chair_1,86,70,5,3,6,1,1
,1,office_chair_1,86,125,3,3,6,1,1
60,1,office_chair_1,86,100,3,3,6,1,1
,1,office_chair_1,86,85,5,3,5,2,1
65,1,office_chair_1,86,100,5,3,5,1,1
,1,office_chair_1,86,97,4,3,5,1,1
10,1,office_chair_1,86,50,1,2,5,1,1
,1,office_chair_1,86,150,0,3,5,1,1
35,1,office_chair_1,86,50,4,3,5,1,1
,1,office_chair_1,86,60,0,3,5,1,1
,1,office_chair_1,86,50,3,3,6,1,1
70,1,office_chair_1,86,125,5,3,6,1,3
20,1,office_chair_1,86,50,1,3,5,2,1
20,1,office_chair_1,86,65,1,4,5,1,1
50,1,office_chair_1,86,50,3,3,6,1,1
25,1,office_chair_1,86,50,0,3,5,2,1
30,1,office_chair_1,86,50,1,4,6,2,1
,1,office_chair_1,86,100,5,2,5,1,1
20,1,office_chair_1,86,75,2,2,6,1,3
,1,office_chair_1,86,130,2,2,6,1,1
60,1,office_chair_1,86,150,5,3,5,1,1
,1,office_chair_1,86,50,1,5,6,2,1
,1,office_chair_1,86,50,1,3,5,1,1
45,1,office_chair_1,86,85,4,3,6,1,1
60,1,office_chair_1,86,120,4,2,9,1,4
50,1,office_chair_1,86,40,3,3,5,2,1
75,1,office_chair_1,86,100,5,7,5,2,1
,1,office_chair_1,86,100,1,4,5,1,1
25,1,office_chair_1,86,50,5,3,5,3,1
,1,office_chair_1,86,100,3,3,5,2,1
,1,office_chair_1,86,150,5,3,6,1,1
75,1,office_chair_1,86,100,2,3,5,1,1
40,1,office_chair_1,86,100,4,3,5,1,1
86,1,office_chair_1,86,100,5,3,6,1,1
,1,office_chair_1,86,130,5,3,6,2,1
70,1,office_chair_1,86,140,4,3,6,1,1
,1,office_chair_1,86,75,2,3,6,1,4
40,1,office_chair_1,86,70,1,3,6,1,1
,1,office_chair_1,86,65,5,3,6,2,2
50,1,office_chair_1,86,100,0,3,6,1,1
,1,office_chair_1,86,40,2,2,6,1,1
6,1,office_chair_1,86,120,8,2,6,1,1
,1,office_chair_1,86,80,1,3,5,1,1
,1,office_chair_1,86,80,2,3,6,1,1
,1,office_chair_1,86,100,5,3,5,1,1
,1,office_chair_1,86,100,4,2,5,1,1
,1,office_chair_1,86,50,3,3,6,1,4
,1,office_chair_1,86,50,2,3,6,1,1
20,1,office_chair_1,86,40,4,3,6,1,1
50,1,office_chair_1,86,60,2,3,6,2,1
,1,office_chair_1,86,48,1,3,6,2,1
30,1,office_chair_1,86,25,1,3,6,1,1
,1,office_chair_1,86,26,1,4,5,2,1
50,1,office_chair_1,86,120,5,3,5,1,1
,1,office_chair_1,86,50,2,3,5,1,1
40,1,office_chair_1,86,70,1,5,5,2,1
,1,office_chair_1,86,90,2,2,6,1,1
25,1,office_chair_1,86,30,2,3,6,1,2
,0,trash_0,70,140,5,2,5,1,1
25,0,trash_0,70,50,1,3,6,2,1
30,0,trash_0,70,100,2,3,5,2,2
,0,trash_0,70,100,5,3,5,2,1
,0,trash_0,70,40,2,3,5,2,1
25,0,trash_0,70,50,0,3,5,2,1
,0,trash_0,70,30,1,3,6,2,1
15,0,trash_0,70,60,1,2,5,1,1
,0,trash_0,70,30,1,3,6,1,1
50,0,trash_0,70,150,1,3,5,1,1
,0,trash_0,70,100,3,3,6,1,1
10,0,trash_0,70,40,3,3,6,2,1
50,0,trash_0,70,130,3,3,6,2,1
1,0,trash_0,70,30,1,3,5,1,1
45,0,trash_0,70,110,3,3,5,1,1
,0,trash_0,70,90,2,1,5,1,2
5,0,trash_0,70,50,5,1,5,1,2
30,0,trash_0,70,45,1,3,6,1,1
35,0,trash_0,70,125,5,3,6,1,1
,0,trash_0,70,20,2,3,5,1,1
,0,trash_0,70,100,3,3,5,1,1
20,0,trash_0,70,75,1,3,5,1,1
30,0,trash_0,70,50,5,3,5,2,1
,0,trash_0,70,100,9,3,5,1,1
,0,trash_0,70,30,1,4,6,1,1
35,0,trash_0,70,75,3,3,6,1,2
,0,trash_0,70,100,3,3,6,1,1
,0,trash_0,70,125,2,3,5,1,1
30,0,trash_0,70,40,1,3,6,1,1
10,0,trash_0,70,125,1,3,5,1,1
,0,trash_0,70,40,0,3,6,1,1
60,0,trash_0,70,150,4,3,6,1,1
25,0,trash_0,70,100,2,3,5,1,1
,0,trash_0,70,80,5,3,5,1,1
45,0,trash_0,70,125,5,3,6,1,1
50,0,trash_0,70,150,4,3,6,1,1
,0,trash_0,70,50,1,3,5,2,1
,0,trash_0,70,100,3,3,6,1,1
30,0,trash_0,70,70,2,3,6,1,4
15,0,trash_0,70,50,3,3,5,1,1
,0,trash_0,70,10,0,3,5,1,1
50,0,trash_0,70,120,0,3,5,1,1
30,0,trash_0,70,80,2,3,6,1,1
20,0,trash_0,70,60,2,3,6,1,1
20,0,trash_0,70,50,1,3,6,1,1
,0,trash_0,70,70,3,3,6,2,1
,0,trash_0,70,50,1,4,6,2,1
,0,trash_0,70,50,1,3,6,1,1
,0,trash_0,70,50,3,2,6,1,1
,0,trash_0,70,140,4,3,6,1,1
20,0,trash_0,70,90,5,3,5,1,1
45,0,trash_0,70,90,2,3,6,1,1
,0,trash_0,70,120,2,3,6,2,4
,0,trash_0,70,50,2,3,6,1,1
20,0,trash_0,70,50,2,3,6,1,1
,0,trash_0,70,120,3,6,5,2,1
40,0,trash_0,70,100,5,6,6,2,1
,0,trash_0,70,60,1,5,5,2,1
45,0,trash_0,70,100,4,3,6,2,1
,0,trash_0,70,125,3,3,5,1,1
45,0,trash_0,70,80,3,3,6,2,1
30,0,trash_0,70,30,2,3,6,1,4
,0,trash_0,70,80,2,3,5,2,1
50,0,trash_0,70,125,1,3,5,2,1
35,0,trash_0,70,75,3,3,6,2,3
35,0,trash_0,70,45,2,3,6,2,5
25,0,trash_0,70,35,1,3,6,1,2
30,0,trash_0,70,70,2,3,6,1,1
50,0,trash_0,70,75,3,3,6,1,1
,0,trash_0,70,50,2,3,6,3,5
,0,trash_0,70,100,3,2,5,1,1
10,0,trash_0,70,90,2,3,6,1,4
,0,trash_0,70,100,5,3,5,1,1
,0,trash_0,70,120,5,3,5,1,1
,0,trash_0,70,50,5,3,6,1,1
50,0,trash_0,70,100,5,3,6,2,1
12,0,trash_0,70,30,2,6,6,1,1
,0,trash_0,70,95,1,5,5,2,1
,0,trash_0,70,35,3,3,6,2,4
,0,trash_0,70,120,5,3,5,2,1
,0,trash_0,70,75,2,3,6,1,1
20,0,trash_0,70,50,1,3,6,1,1
20,0,trash_0,70,50,3,3,6,1,1
45,0,trash_0,70,125,3,3,6,1,1
,0,trash_0,70,50,2,5,6,1,1
15,0,trash_0,70,50,1,2,5,1,1
,0,trash_0,70,80,1,3,5,1,4
,0,trash_0,70,110,4,2,6,1,1
50,0,trash_0,70,100,4,2,6,1,1
35,0,trash_0,70,85,4,3,6,2,1
,0,trash_0,70,100,5,2,6,1,1
35,0,trash_0,70,100,9,3,6,1,1
45,0,trash_0,70,80,1,3,5,2,1
,0,trash_0,70,50,0,2,5,1,1
,0,trash_0,70,100,5,2,6,1,1
,0,trash_0,70,60,3,2,6,1,3
,0,trash_0,70,100,5,2,6,1,1
,0,trash_0,70,145,4,2,6,1,1
10,0,trash_0,70,30,2,2,6,1,1
,0,trash_0,70,90,3,2,6,1,1
,0,trash_0,70,100,2,3,5,1,1
45,0,trash_0,70,60,1,2,6,1,1
20,0,trash_0,70,40,3,4,5,2,1
25,0,trash_0,70,75,2,3,5,1,1
35,0,trash_0,70,60,9,3,5,1,1
10,0,trash_0,70,5,1,3,5,1,1
20,0,trash_0,70,100,5,2,6,1,1
,0,trash_0,70,100,3,2,6,1,3
20,0,trash_0,70,25,3,2,6,1,1
,0,trash_0,70,75,4,3,6,1,1
,0,trash_0,70,80,5,3,6,2,1
,0,trash_0,70,100,1,3,6,2,1
,0,trash_0,70,25,2,3,6,1,3
60,0,trash_0,70,150,5,3,6,1,1
60,0,trash_0,70,135,5,3,6,2,1
,0,trash_0,70,100,2,3,6,1,1
40,0,trash_0,70,80,3,3,6,1,3
15,0,trash_0,70,50,2,3,6,1,1
10,0,trash_0,70,20,0,3,5,1,1
,0,trash_0,70,120,5,3,6,1,1
5,0,trash_0,70,20,1,3,6,1,1
,0,trash_0,70,50,2,3,5,1,1
,0,trash_0,70,75,2,3,6,1,1
20,0,trash_0,70,80,2,3,5,1,1
,0,trash_0,70,100,7,3,6,1,4
10,0,trash_0,70,35,0,3,6,1,1
,0,trash_0,70,50,4,3,6,1,2
35,0,trash_0,70,120,5,3,6,1,1
30,0,trash_0,70,120,2,2,6,1,2
,0,trash_0,70,80,4,2,6,1,4
,0,trash_0,70,100,5,3,5,1,1
,0,trash_0,70,100,0,2,6,1,1
,0,trash_0,70,120,2,3,5,1,1
40,0,trash_0,70,80,3,2,6,1,1
,0,trash_0,70,55,3,3,6,2,4
25,0,trash_0,70,125,5,3,5,2,1
20,0,trash_0,70,50,1,3,5,2,1
,0,trash_0,70,110,5,3,5,1,1
30,0,trash_0,70,90,9,3,6,1,1
,0,trash_0,70,60,1,3,6,1,1
30,0,trash_0,70,80,3,3,6,1,1
20,0,trash_0,70,75,1,3,5,1,1
,0,trash_0,70,50,1,3,6,1,1
20,0,trash_0,70,40,0,2,6,1,1
50,0,trash_0,70,100,1,3,6,1,3
40,0,trash_0,70,75,1,3,5,1,1
,0,trash_0,70,80,0,3,5,2,1
,0,trash_0,70,80,5,3,6,1,1
10,0,trash_0,70,50,1,3,6,1,1
15,0,trash_0,70,75,2,3,5,1,1
,0,trash_0,70,40,1,3,6,1,1
,0,trash_0,70,75,3,3,6,1,1
,0,trash_0,70,50,3,2,5,1,4
,0,trash_0,70,125,5,2,6,1,1
,0,trash_0,70,70,2,3,6,1,1
12,0,trash_0,70,100,0,6,5,2,1
35,0,trash_0,70,65,3,4,6,2,1
20,0,trash_0,70,50,2,3,6,1,1
,0,trash_0,70,50,2,3,5,2,1
,0,trash_0,70,95,1,3,5,2,1
25,0,trash_0,70,80,3,3,6,1,1
20,0,trash_0,70,40,2,2,5,1,4
